Year	Month	State	Price_RES	Price_COM	Price_IND	Price_OTH	Price_ALL
1997	6	OK	7.37	6.76	4.13	4.81	6.17
1997	6	OR	5.77	4.91	2.98	4.71	4.38
1997	6	PA	10.59	8.85	5.85	10.22	8.17
1997	6	RI	13.27	9.94	8.48	13.12	10.86
1997	6	SC	7.76	6.4	3.77	6.19	5.49
1997	6	SD	7.78	6.97	4.65	5.33	6.61
1997	6	TN	5.96	5.84	3.71	7.85	5.18
1997	6	TX	8.49	6.93	4.09	6.8	6.44
1997	6	UT	6.93	5.82	3.53	5.71	5.27
1997	6	VA	8.45	6.14	3.84	5.3	6.33
1997	6	VT	11.04	9.37	6.86	9.74	9.18
1997	6	WA	4.7	4.42	2.13	3.57	3.47
1997	6	WI	7.39	5.74	3.74	7.18	5.4
1997	6	WV	6.52	5.6	3.69	9.94	5.02
1997	6	WY	6.59	5.44	3.44	5.82	4.28
1997	7	AK	11.69	9.58	7.4	16.43	10.05
1997	7	AL	6.7	6.26	3.95	6.35	5.58
1997	7	AR	8.15	6.88	5	6.82	6.67
1997	7	AZ	9.27	8.29	5.36	4.96	7.88
1997	7	CA	11.84	11.01	8.5	7.54	10.52
1997	7	CO	7.41	5.58	4.25	7.67	5.81
1997	7	CT	12.24	10.35	7.82	14.6	10.63
1997	7	DC	9.86	9	3.84	6.73	8.92
1997	7	DE	10.02	7.77	5.22	11.29	7.73
1997	7	FL	7.92	6.48	5.01	6.56	7.12
1997	7	GA	8.58	7.02	4.85	9.15	7.1
1997	7	HI	14.41	12.79	9.96	12.89	12.07
1997	7	IA	9.01	7.37	4.62	6.51	6.9
1997	7	ID	5.43	3.93	3.23	4.19	3.93
1997	7	IL	11.09	8.64	6.14	7.61	8.7
1997	7	IN	6.91	5.72	4.06	10.72	5.39
1997	7	KS	7.8	6.39	4.48	6.03	6.51
1997	7	KY	5.64	5.34	3.27	4.66	4.53
1997	7	LA	7.4	6.77	4.39	6.21	6.1
1997	7	MA	11.42	11.2	9.22	17.12	10.92
1997	7	MD	9.59	8.17	4.82	10.13	8.23
1997	7	ME	12.73	9.62	5.74	23.47	9.09
1997	7	MI	8.83	7.69	5	12.35	7.22
1997	7	MN	7.77	6.7	4.83	7.78	6.18
1997	7	MO	8.48	7.29	5.66	7.71	7.54
1997	7	MS	7.04	6.53	4.23	9.03	6.05
1997	7	MT	6.45	5.44	3.33	6.56	4.91
1997	7	NC	8.38	6.6	5.29	6.81	6.97
1997	7	ND	7.21	6.49	4.59	4.55	6.1
1997	7	NE	7.55	6.03	4.32	6.33	6.19
1997	7	NH	14.01	11.56	9.16	15.68	11.89
1997	7	NJ	12.76	10.56	8.49	21.5	11.11
1997	7	NM	8.94	7.85	4.38	6.06	6.81
1997	7	NV	6.44	6.17	5.34	4.29	5.9
1997	7	NY	14.8	13.92	5.4	9.93	12.33
1997	7	OH	9.16	7.48	4.24	6.09	6.57
1997	7	OK	7.07	6.64	3.81	5.79	6.16
1997	7	OR	5.74	4.93	3.18	6.6	4.45
1997	7	PA	10.93	8.64	5.84	13.31	8.43
1997	7	RI	13.31	10.65	8.91	12.32	11.34
1997	7	SC	7.63	6.69	3.94	5.75	5.89
1997	7	SD	7.52	6.85	4.77	4.61	6.51
1997	7	TN	5.93	5.68	3.83	8.24	5.25
1997	7	TX	7.87	6.12	4.07	4.54	6.1
1997	7	UT	6.88	5.53	3.79	4.21	5.25
1997	7	VA	8.36	6.12	4.53	5.17	6.65
1997	7	VT	11.03	9.29	6.94	10.32	9.23
1997	7	WA	4.8	4.46	2.29	3.69	3.56
1997	7	WI	6.72	5.5	3.81	7.46	5.19
1997	7	WV	6.27	5.43	3.88	9.69	5.12
1997	7	WY	6.63	5.28	3.4	5.45	4.27
1997	8	AK	11.6	9.42	7.33	15.34	9.93
1997	8	AL	6.85	6.37	4	6.43	5.62
1997	8	AR	8	6.84	4.83	6.71	6.55
1997	8	AZ	9.25	8.23	5.31	4.9	7.9
1997	8	CA	11.92	11.18	8.43	8.65	10.61
1997	8	CO	7.41	5.68	4.22	7.98	5.84
1997	8	CT	12.47	10.42	7.85	16.34	10.69
1997	8	DC	9.49	8.98	5.35	6.93	8.92
1997	8	DE	10.01	7.77	5.18	13.09	7.68
1997	8	FL	8.04	6.6	5.13	6.96	7.26
1997	8	GA	8.73	7.05	4.86	9.24	7.12
1997	8	HI	14.49	12.77	9.89	12.93	12.08
1997	8	IA	8.99	7.36	4.52	6.4	6.66
1997	8	ID	5.36	4.12	3.09	4.38	3.97
1997	8	IL	11.44	8.88	5.63	7.33	8.54
1997	8	IN	6.81	6.27	3.95	10.07	5.35
1997	8	KS	8.61	6.81	4.81	6.22	6.99
1997	8	KY	5.71	5.43	3.23	4.77	4.47
1997	8	LA	7.56	6.86	4.58	6.3	6.31
1997	8	MA	11.86	11.37	9.3	15.75	11.12
1997	8	MD	9.63	8.21	4.74	9.75	8.21
1997	8	ME	12.78	9.57	5.73	23.82	8.88
1997	8	MI	9	7.89	5.01	12.13	7.22
1997	8	MN	7.63	6.72	4.7	7.2	6.03
1997	8	MO	8.41	7.29	5.21	7.79	7.34
1997	8	MS	7.03	6.5	4.16	8.6	6.03
1997	8	MT	6.45	5.52	3.59	6.61	4.95
1997	8	NC	8.26	6.64	5.11	6.31	6.78
1997	8	ND	7.32	6.57	4.66	4.33	6.18
1997	8	NE	7.44	5.99	3.78	6.22	6
1997	8	NH	14.06	11.51	8.95	15.65	11.68
1997	8	NJ	12.75	10.57	8.43	20.07	11.04
1997	8	NM	8.76	7.61	4.33	6	6.69
1997	8	NV	6.45	6.13	5.34	4.52	5.91
1997	8	NY	14.68	13.27	5.22	9.74	11.94
1997	8	OH	9.35	7.72	4.24	6.03	6.5
1997	8	OK	7.31	6.73	3.96	5.6	6.24
1997	8	OR	5.93	5.13	3.33	4.36	4.7
1997	8	PA	10.73	8.69	5.91	13.47	8.33
1997	8	RI	11.92	10.39	8.78	12.51	10.67
1997	8	SC	7.54	6.11	3.96	5.82	5.7
1997	8	SD	7.44	6.78	4.62	4.52	6.43
1997	8	TN	5.89	6.81	3.8	7.95	5.49
1997	8	TX	8.05	6.11	3.76	6.94	6.24
1997	8	UT	6.84	5.53	3.7	4.28	5.23
1997	8	VA	8.41	6.1	3.84	4.95	6.33
1997	8	VT	10.76	9.13	6.6	9.7	8.92
1997	8	WA	4.83	4.43	2.61	3.69	3.73
1997	8	WI	6.77	5.55	3.68	7.15	5.14
1997	8	WV	6.23	5.51	3.71	9.4	5
1997	8	WY	6.49	5.2	3.48	5.47	4.31
1997	9	AK	11.42	9.31	6.33	14.22	9.66
1997	9	AL	6.9	6.49	3.86	6.28	5.53
1997	9	AR	8.3	7.25	5.06	6.87	6.78
1997	9	AZ	9.16	8.24	5.5	5.23	7.94
1997	9	CA	11.62	10.88	8.22	8.28	10.33
1997	9	CO	7.44	5.56	4.36	8.33	5.84
1997	9	CT	12.56	10.44	7.8	14.89	10.62
1997	9	DC	8.85	9.06	5.61	6.76	8.86
1997	9	DE	10.09	7.81	4.99	13.38	7.49
1997	9	FL	8.06	6.56	5.1	6.73	7.23
1997	9	GA	8.3	7.19	4.65	9.12	6.83
1997	9	HI	14.3	12.76	9.83	12.9	11.96
1997	9	IA	8.57	7.14	4.24	6.45	6.27
1997	9	ID	5.27	4.08	3.01	4.62	3.92
1997	9	IL	11.55	8.83	5.7	7.52	8.37
1997	9	IN	7.15	5.93	3.91	9.51	5.26
1997	9	KS	7.82	6.58	4.45	5.61	6.42
1997	9	KY	6.13	5.49	2.9	4.88	4.24
1997	9	LA	7.53	6.64	4.41	6.37	6.16
1997	9	MA	11.36	11.25	8.84	15.06	10.77
1997	9	MD	9.09	7.92	4.68	9.69	7.76
1997	9	ME	12.72	9.62	5.69	23.41	8.79
1997	9	MI	8.56	7.68	4.87	11.3	6.86
1997	9	MN	7.43	6.53	4.28	7.35	5.64
1997	9	MO	7.86	6.5	5.11	6.6	6.7
1997	9	MS	7.07	6.56	4.09	8.5	6.01
1997	9	MT	6.44	5.48	3.66	6.36	5.04
1997	9	NC	8.31	6.53	5.06	6.76	6.7
1997	9	ND	7.12	6.4	4.42	4.31	5.94
1997	9	NE	7.39	5.92	3.62	5.05	5.64
1997	9	NH	13.96	11.6	9.06	5.51	11.62
1997	9	NJ	12.58	10.45	7.99	18.86	10.69
1997	9	NM	9.1	7.82	4.48	5.95	6.87
1997	9	NV	6.5	6.16	5.29	4.15	5.87
1997	9	NY	14.56	13.23	5.04	9.91	11.71
1997	9	OH	9.49	7.69	4.14	6.28	6.3
1997	9	OK	6.71	6.37	3.99	5.87	5.84
1997	9	OR	5.71	4.89	3.38	6.03	4.57
1997	9	PA	10.58	8.64	5.83	12	8.13
1997	9	RI	11.86	11.13	8.92	12.54	10.96
1997	9	SC	7.52	6.32	3.92	5.73	5.68
1997	9	SD	7.43	6.69	4.31	4.76	6.31
1997	9	TN	5.97	5.79	3.71	7.8	5.23
1997	9	TX	8.35	6.53	4.16	6.64	6.55
1997	9	UT	6.87	5.61	3.72	4.83	5.27
1997	9	VA	8.14	6.01	3.94	4.88	6.1
1997	9	VT	10.78	9.13	6.77	9.61	8.99
1997	9	WA	4.88	4.62	2.89	4.01	3.91
1997	9	WI	6.86	5.61	3.68	6.54	5.12
1997	9	WV	6.45	5.55	3.64	9.03	4.95
1997	9	WY	6.56	5.39	3.67	6.48	4.49
1997	10	AK	11.65	9.66	7.79	13.53	10.19
1997	10	AL	7.03	6.32	3.71	6.3	5.32
1997	10	AR	7.78	6.55	4.57	6.28	6.08
1997	10	AZ	9.3	8.3	5.34	5.17	7.83
1997	10	CA	11.59	10.92	8.03	7.44	10.2
1997	10	CO	7.58	5.82	4.33	8.04	5.97
1997	10	CT	12.49	10.38	7.82	13.94	10.54
1997	10	DC	7.23	7.85	4.89	6.77	7.64
1997	10	DE	9.43	6.9	4.62	11.04	6.6
1997	10	FL	7.88	6.33	4.84	6.5	6.99
1997	10	GA	7.38	7.17	3.96	8.98	6.12
1997	10	HI	14.66	12.79	10.11	12.95	12.19
1997	10	IA	8.29	6.39	3.85	6	5.73
1997	10	ID	5.28	4.2	2.56	4.97	3.8
1997	10	IL	10.71	7.93	5.08	6.98	7.51
1997	10	IN	7.56	6.22	3.94	8.29	5.37
1997	10	KS	7.72	6.49	4.35	5.33	6.27
1997	10	KY	5.71	5.23	2.77	4.59	3.93
1997	10	LA	7.5	7	4.53	6.74	6.18
1997	10	MA	11.92	9.68	8.2	13.55	10.09
1997	10	MD	8.11	6.32	4.13	8.26	6.55
1997	10	ME	12.72	9.75	5.6	23.35	8.83
1997	10	MI	8.48	7.94	4.93	10.02	6.88
1997	10	MN	7.15	6.09	4.22	6.74	5.42
1997	10	MO	6.55	5.25	3.84	5.5	5.34
1997	10	MS	7.31	6.6	4.13	8.4	6.06
1997	10	MT	6.42	5.7	3.62	6.76	5.13
1997	10	NC	8.54	6.54	4.82	6.85	6.57
1997	10	ND	6.76	6.2	4.3	4.38	5.75
1997	10	NE	5.93	4.84	3.24	6.87	4.78
1997	10	NH	14.11	11.92	9.11	12.87	11.89
1997	10	NJ	11.95	10.52	8	16.9	10.45
1997	10	NM	9.18	8.01	4.39	6.31	6.86
1997	10	NV	6.97	5.99	4.18	2.91	5.3
1997	10	NY	14.01	12.54	5.51	9.3	11.29
1997	10	OH	9.02	8.02	4.21	6.31	6.34
1997	10	OK	6.94	6.27	3.92	4.56	5.78
1997	10	OR	5.68	4.95	3.52	7.1	4.68
1997	10	PA	10.11	8.29	5.98	11.06	7.91
1997	10	RI	12.62	10.42	8.21	12.37	10.74
1997	10	SC	7.61	6.35	3.75	6.01	5.44
1997	10	SD	7.39	6.57	4.24	4.68	6.16
1997	10	TN	6.45	6.15	3.99	8.43	5.53
1997	10	TX	8.32	6.61	4.19	6.79	6.51
1997	10	UT	6.93	6.02	3.57	4.72	5.27
1997	10	VA	8.19	6.04	3.97	4.88	6.12
1997	10	VT	10.73	9.24	6.79	8.35	9.02
1997	10	WA	4.93	4.94	3.12	4.38	4.24
1997	10	WI	6.93	5.66	3.68	7.19	5.17
1997	10	WV	6.57	5.67	3.69	8.23	5.03
1997	10	WY	6.74	5.4	3.21	5.5	4.15
1997	11	AK	11.44	9.28	7.19	13.61	9.92
1997	11	AL	6.75	6.46	3.47	7.46	5.17
1997	11	AR	7.58	6.73	3.99	6.54	5.67
1997	11	AZ	8.57	7.71	4.49	4.77	6.92
1997	11	CA	11.28	9.71	6.47	6.58	9.09
1997	11	CO	7.48	5.96	4.38	8.52	6.08
1997	11	CT	12.01	9.82	7.69	16.88	10.32
1997	11	DC	6.75	6.25	4.05	6.57	6.29
1997	11	DE	9.06	6.96	4.73	13.23	6.74
1997	11	FL	7.98	6.4	4.82	6.62	6.97
1997	11	GA	7.08	7.19	3.85	9.22	5.95
1997	11	HI	14.62	13.18	9.77	12.98	12.16
1997	11	IA	8.72	6.45	3.77	5.94	5.99
1997	11	ID	5.17	4.29	2.77	4.99	3.95
1997	11	IL	9.73	7.45	5.11	6.41	7.25
1997	11	IN	7.14	6.19	3.96	8.29	5.41
1997	11	KS	7.23	6.2	4.48	5.48	5.89
1997	11	KY	5.3	5.27	2.78	4.52	3.92
1997	11	LA	7.41	7.2	4.59	6.78	6.02
1997	11	MA	11.71	9.82	8.26	12.88	10.16
1997	11	MD	7.5	5.89	3.94	8.24	6.18
1997	11	ME	12.8	9.77	5.77	23.54	9.06
1997	11	MI	8.37	7.79	5	9.59	6.98
1997	11	MN	6.95	5.95	4.22	6.75	5.44
1997	11	MO	6.27	5.26	3.84	5.74	5.3
1997	11	MS	7.01	6.61	4.21	8.98	5.8
1997	11	MT	6.39	5.99	3.99	6.76	5.36
1997	11	NC	7.85	6.43	4.41	7.16	6.24
1997	11	ND	6.01	5.9	4.19	4.09	5.43
1997	11	NE	5.99	5.27	3.42	6.4	4.97
1997	11	NH	13.84	11.71	8.9	20.8	11.83
1997	11	NJ	11.75	10.09	8.11	16.5	10.25
1997	11	NM	8.79	7.92	4.55	6.44	6.84
1997	11	NV	7.31	6.54	3.92	3.48	5.32
1997	11	NY	13.93	11.18	5.16	8.68	10.52
1997	11	OH	8.37	7.8	4.38	6.31	6.32
1997	11	OK	6.23	4.92	3.41	4.12	4.77
1997	11	OR	5.52	5.08	3.52	7.09	4.75
1997	11	PA	9.52	8.42	5.81	15.58	7.85
1997	11	RI	11.02	10.01	7.85	11.58	9.95
1997	11	SC	7.62	6.47	3.58	6.5	5.35
1997	11	SD	7.01	6.58	4.29	4.68	6.12
1997	11	TN	6.36	5.27	3.92	8.4	5.26
1997	11	TX	7.54	6.91	4.08	6.57	5.97
1997	11	UT	6.89	5.83	3.08	4.48	4.9
1997	11	VA	7.31	5.9	3.91	5.1	5.9
1997	11	VT	10.81	10.41	7.59	9.39	9.72
1997	11	WA	5.07	5.14	3.02	4.37	4.29
1997	11	WI	6.89	5.53	3.74	6.62	5.2
1997	11	WV	6.19	5.72	3.77	8.1	5.05
1997	11	WY	6.18	5.31	3.51	6.17	4.32
1997	12	AK	11.28	9.61	7.32	13.29	10.06
1997	12	AL	6.43	6.12	3.67	8.14	5.18
1997	12	AR	7.29	6.42	4.28	6.42	5.8
1997	12	AZ	8	7.07	4.47	4.76	6.62
1997	12	CA	11.64	8.86	5.45	7.51	8.86
1997	12	CO	7.27	5.65	4.25	8.28	5.91
1997	12	CT	11.7	10.14	7.73	12.8	10.43
1997	12	DC	7.2	6.28	3.72	6.15	6.36
1997	12	DE	8.63	6.76	4.8	13.07	6.76
1997	12	FL	7.93	6.37	4.86	6.7	6.97
1997	12	GA	6.82	6.93	3.83	9.23	5.96
1997	12	HI	15.27	13.1	10.54	12.88	12.71
1997	12	IA	7.8	6.24	3.66	5.73	5.67
1997	12	ID	4.9	4.18	2.65	5.06	3.86
1997	12	IL	9.34	7.04	4.5	6.02	6.86
1997	12	IN	6.55	5.9	3.85	8.24	5.13
1997	12	KS	7.01	6.16	4.32	5.38	5.91
1997	12	KY	5.11	4.99	2.73	4.33	3.86
1997	12	LA	7.31	7.33	4.64	7.24	6.11
1997	12	MA	12.19	10.29	9.79	12.83	10.93
1997	12	MD	7.32	5.72	3.79	7.61	6.08
1997	12	ME	12.94	11.68	7.59	23.28	10.53
1997	12	MI	8.42	7.74	4.87	8.84	6.98
1997	12	MN	6.77	5.73	4.12	6.27	5.31
1997	12	MO	5.92	5.13	3.8	5.69	5.18
1997	12	MS	6.75	6.68	3.94	8.97	5.65
1997	12	MT	6.53	6.22	3.95	6.92	5.56
1997	12	NC	7.61	6.11	4.38	6.62	6.26
1997	12	ND	5.67	5.82	4.17	4.03	5.27
1997	12	NE	5.61	5.11	3.34	5.99	4.81
1997	12	NH	13.46	10.57	9.28	16.52	11.51
1997	12	NJ	11.53	9.97	7.89	15.23	10.17
1997	12	NM	8.87	8.13	4.49	5.8	6.86
1997	12	NV	6.9	6.33	3.97	3.46	5.4
1997	12	NY	13.84	11.33	4.84	8.51	10.64
1997	12	OH	7.97	7.3	4.26	5.87	6.19
1997	12	OK	5.85	4.92	3.4	4.23	4.79
1997	12	OR	5.41	4.89	3.51	7.25	4.74
1997	12	PA	9.47	8.1	5.84	10.95	7.83
1997	12	RI	12.18	9.62	7.56	11.64	10.28
1997	12	SC	7.35	6.22	3.56	6.32	5.47
1997	12	SD	6.85	6.46	4.39	4.3	6.08
1997	12	TN	6.2	6.41	3.92	7.21	5.55
1997	12	TX	7.16	6.83	3.94	6.39	5.82
1997	12	UT	6.82	5.53	3.18	4.49	5.09
1997	12	VA	7	5.72	4.5	5.32	6.06
1997	12	VT	12.87	12.03	8.51	10.57	11.33
1997	12	WA	5.08	5.08	3.28	4.3	4.48
1997	12	WI	6.91	5.7	3.82	6.72	5.38
1997	12	WV	5.96	5.41	3.55	7.69	4.91
1997	12	WY	5.92	5.14	3.43	5.3	4.35
1998	1	AK	11.27	9.39	7.56	13.53	10.07
1998	1	AL	6.22	7.38	3.89	7.28	5.54
1998	1	AR	7.09	5.65	3.91	6.23	5.51
1998	1	AZ	7.56	7.18	4.71	4.31	6.59
1998	1	CA	10.96	8.54	6.01	4.64	8.62
1998	1	CO	7.25	5.53	4.17	7.95	5.89
1998	1	CT	11.75	9.88	8.02	10.44	10.36
1998	1	DC	7.21	6.41	3.94	6.58	6.48
1998	1	DE	8.49	6.7	4.68	13.16	6.69
1998	1	FL	7.89	6.4	4.71	6.68	7
1998	1	GA	6.74	7.07	3.69	9.28	5.93
1998	1	HI	14.59	13.28	10.19	13.06	12.42
1998	1	IA	7.71	6.16	3.78	5.53	5.69
1998	1	ID	4.93	4.29	2.59	4.33	3.88
1998	1	IL	9.64	7.34	4.86	6.24	7.25
1998	1	IN	6.57	5.94	3.85	8.43	5.23
1998	1	KS	7.03	6.09	4.32	6.36	5.9
1998	1	KY	5.32	5.14	2.74	4.5	3.98
1998	1	LA	7.25	7.11	4.47	6.73	5.98
1998	1	MA	10.71	9.41	8.53	13.84	9.81
1998	1	MD	7.34	5.74	3.81	7.81	6.14
1998	1	ME	12.92	11.57	7.98	22.29	10.76
1998	1	MI	8.36	7.55	4.89	9.17	6.94
1998	1	MN	6.78	5.85	4.06	6.58	5.32
1998	1	MO	5.79	5.06	3.53	5.85	5.01
1998	1	MS	6.63	6.87	4.08	9.38	5.77
1998	1	MT	6.46	6.14	3.53	5.92	5.1
1998	1	NC	7.63	6.15	4.58	6.64	6.42
1998	1	ND	5.62	5.77	4.09	3.75	5.23
1998	1	NE	5.3	4.84	3.29	5.88	4.64
1998	1	NH	13	11.41	8.83	11.85	11.49
1998	1	NJ	11.12	9.99	8.05	15.02	10.07
1998	1	NM	8.66	7.8	4.49	6.26	6.84
1998	1	NV	6.86	6.49	3.84	3.32	5.42
1998	1	NY	13.87	11.3	5	7.49	10.61
1998	1	OH	7.97	7.44	4.29	6.25	6.24
1998	1	OK	5.35	4.61	3.23	4.02	4.49
1998	1	OR	5.46	4.98	3.84	6.39	4.94
1998	1	PA	9.14	7.96	5.6	12.44	7.66
1998	1	RI	12.12	10.86	8.97	6.32	10.83
1998	1	SC	7.21	6.15	3.55	6.11	5.5
1998	1	SD	6.63	6.21	4.07	3.64	5.84
1998	1	TN	6.19	6.2	4.04	8.69	5.56
1998	1	TX	6.87	6.69	3.87	6.34	5.75
1998	1	UT	6.8	5.4	3.26	4.27	5
1998	1	VA	7.15	5.85	4.01	5.47	6.02
1998	1	VT	13.18	11.67	8.47	7.98	11.35
1998	1	WA	5.14	5.02	3.22	4.03	4.48
1998	1	WI	6.92	5.79	3.77	6.05	5.4
1998	1	WV	6.03	5.41	3.74	8.25	5.03
1998	1	WY	5.93	5.13	3.43	5.27	4.41
1998	2	AK	11.54	9.61	7.71	13.86	10.23
1998	2	AL	6.29	5.67	2.84	6.7	4.39
1998	2	AR	7.23	5.68	3.9	5.85	5.47
1998	2	AZ	7.74	7.19	4.67	3.93	6.61
1998	2	CA	10.23	8.55	6.09	5.47	8.42
1998	2	CO	7.37	5.11	3.98	8.35	5.66
1998	2	CT	11.95	9.97	7.65	9.96	10.31
1998	2	DC	7.03	6.37	4.15	6.77	6.43
1998	2	DE	8.46	6.48	4.68	13.02	6.58
1998	2	FL	7.94	6.51	4.8	6.92	7.06
1998	2	GA	6.89	6.92	3.49	8.78	5.74
1998	2	HI	14.45	13.1	10.14	12.79	12.29
1998	2	IA	8.18	6.4	3.8	6.23	5.76
1998	2	ID	5.02	4.25	2.71	4.45	3.87
1998	2	IL	10.24	7.57	5.05	6.54	7.4
1998	2	IN	6.84	5.96	3.82	8.88	5.22
1998	2	KS	7.28	6.31	4.32	8.06	6
1998	2	KY	5.59	5.38	2.73	4.56	3.98
1998	2	LA	7.09	7.07	4.27	6.89	5.78
1998	2	MA	11.1	9.58	8.58	14.18	9.98
1998	2	MD	7.49	5.78	3.85	7.92	6.18
1998	2	ME	13.05	11.94	8.08	22.89	10.91
1998	2	MI	8.74	8.19	5.05	10.09	7.2
1998	2	MN	6.98	5.93	4.2	7.17	5.41
1998	2	MO	6.08	5.21	3.82	5.95	5.25
1998	2	MS	6.8	7.14	4.15	8.85	5.92
1998	2	MT	6.48	6.36	3.63	6.32	5.1
1998	2	NC	7.74	6.35	4.38	7.05	6.33
1998	2	ND	5.86	5.94	4.1	4.03	5.38
1998	2	NE	5.67	5.31	3.45	6.29	4.92
1998	2	NH	12.47	10.85	9.04	9.43	11
1998	2	NJ	10.92	9.69	7.56	17.41	9.74
1998	2	NM	8.63	7.83	4.37	7.34	6.77
1998	2	NV	7.25	6.63	4.09	3.57	5.56
1998	2	NY	13.73	11.02	5.2	8.61	10.57
1998	2	OH	8.27	7.65	4.32	6.66	6.26
1998	2	OK	5.95	4.76	3.27	3.5	4.69
1998	2	OR	5.83	5.1	3.71	5.58	5.02
1998	2	PA	8.54	8.04	5.32	11.92	7.26
1998	2	RI	10.99	9.55	7.91	12.06	9.84
1998	2	SC	7.17	6.19	3.46	6.05	5.36
1998	2	SD	6.85	6.43	4.27	3.65	5.99
1998	2	TN	6.25	6.31	4.09	8.77	5.62
1998	2	TX	7.07	6.88	3.87	6.55	5.76
1998	2	UT	6.91	5.8	3.22	4.85	4.97
1998	2	VA	7.31	5.76	3.9	5.07	5.94
1998	2	VT	12.16	11.65	8.56	7.86	10.88
1998	2	WA	5.14	5.15	3.27	3.93	4.51
1998	2	WI	6.97	5.51	3.83	6.66	5.26
1998	2	WV	6.12	5.59	3.74	9.08	5.06
1998	2	WY	6.05	4.96	3.45	5.29	4.33
1998	3	AK	11.49	9.56	7.04	14.22	10.07
1998	3	AL	6.62	6.42	3.62	7.02	5.32
1998	3	AR	7.07	5.77	4.04	5.75	5.53
1998	3	AZ	7.88	7.13	4.74	4.46	6.64
1998	3	CA	9.92	8.29	5.82	5.46	8.05
1998	3	CO	7.4	6.14	4.7	9.01	6.3
1998	3	CT	11.93	10.38	7.78	13.31	10.54
1998	3	DC	6.77	6.26	3.91	6.58	6.28
1998	3	DE	8.54	6.98	4.75	13.04	6.73
1998	3	FL	7.94	6.47	4.68	6.56	6.98
1998	3	GA	6.99	7.17	3.73	9.32	5.91
1998	3	HI	14.24	12.76	9.96	12.61	12.04
1998	3	IA	7.99	6.26	3.61	5.53	5.6
1998	3	ID	5	4.3	2.52	4.71	3.8
1998	3	IL	10.05	7.62	4.9	6.58	7.28
1998	3	IN	6.82	6.07	3.95	9.04	5.3
1998	3	KS	7.08	6.32	4.47	7.72	6.02
1998	3	KY	5.49	5.33	2.69	4.66	3.93
1998	3	LA	6.79	6.67	4.08	6.48	5.54
1998	3	MA	10.59	8.64	7.95	12.73	9.26
1998	3	MD	7.61	5.97	3.84	7.93	6.27
1998	3	ME	13.02	11.9	7.94	22.6	10.76
1998	3	MI	8.39	7.91	4.95	10.44	6.97
1998	3	MN	7.12	6.1	4.31	7.63	5.5
1998	3	MO	6.19	5.22	3.82	6.2	5.31
1998	3	MS	6.99	6.98	4.1	9.22	5.88
1998	3	MT	6.43	5.99	3.14	6.12	4.75
1998	3	NC	7.86	6.49	4.36	6.85	6.31
1998	3	ND	6.06	6.07	4.19	4.82	5.53
1998	3	NE	5.64	5.16	4.05	6.28	5.06
1998	3	NH	13.95	11.77	9.49	16.04	12.1
1998	3	NJ	10.69	9.76	7.57	17.28	9.67
1998	3	NM	8.67	7.82	4.37	6	6.69
1998	3	NV	7.3	6.61	4.12	3.99	5.64
1998	3	NY	13.77	10.92	4.71	8.73	10.36
1998	3	OH	8.34	7.93	4.21	6.15	6.27
1998	3	OK	6.05	4.9	3.53	4.07	4.84
1998	3	OR	5.84	5.13	3.61	6.85	5
1998	3	PA	9.4	8.07	5.63	12.6	7.68
1998	3	RI	12.37	10.63	8.15	12.76	10.79
1998	3	SC	7.49	6.37	3.5	6.4	5.36
1998	3	SD	6.76	6.22	3.97	3.89	5.86
1998	3	TN	6.31	6.39	4.1	8.54	5.62
1998	3	TX	7.16	6.98	3.86	6.6	5.82
1998	3	UT	6.86	5.66	3.69	4.33	5.34
1998	3	VA	7.3	5.7	3.86	5.29	5.91
1998	3	VT	11.01	10.7	7.51	8.03	9.84
1998	3	WA	5.08	5.03	3.04	3.81	4.33
1998	3	WI	7.12	5.79	3.85	6.65	5.41
1998	3	WV	6.43	5.46	3.87	8.43	5.01
1998	3	WY	6.07	5.56	3.36	5.19	4.31
1998	4	AK	11.5	9.4	6.89	13.86	9.92
1998	4	AL	6.82	6.31	3.34	6.64	4.95
1998	4	AR	7.6	5.84	3.78	5.82	5.4
1998	4	AZ	8.52	7.54	4.62	4.53	6.9
1998	4	CA	10.35	8.57	6.14	4.54	8.35
1998	4	CO	7.53	5.78	4.42	7.61	6.06
1998	4	CT	12.09	9.93	7.53	13.11	10.26
1998	4	DC	6.65	6.43	3.92	6.7	6.4
1998	4	DE	8.83	6.77	4.55	13.12	6.6
1998	4	FL	7.98	6.55	4.71	6.79	7.01
1998	4	GA	7.08	6.77	3.73	9.08	5.89
1998	4	HI	13.76	12.24	9.29	12.24	11.47
1998	4	IA	8.35	6.46	3.68	6	5.65
1998	4	ID	5.13	4.27	2.69	4.78	3.84
1998	4	IL	10.72	7.64	4.86	6.78	7.32
1998	4	IN	7.39	6.11	3.85	11.11	5.27
1998	4	KS	7.47	6.34	4.39	7.97	6.04
1998	4	KY	5.73	5.29	2.7	4.68	3.85
1998	4	LA	6.35	6.19	3.72	6.22	5.07
1998	4	MA	10.59	9.02	7.88	15.23	9.34
1998	4	MD	7.88	6	3.94	8.36	6.27
1998	4	ME	13.03	9.63	5.87	22.71	9.25
1998	4	MI	8.48	7.99	4.99	11.76	7.01
1998	4	MN	7.27	6.13	4.33	8.84	5.52
1998	4	MO	6.53	5.4	3.8	6.22	5.38
